artist,date,year,auction house,seller,Lot Number,Artwork Title,Measurements,purchaser,pounds,shillings,pence
"MABUSE, Jan (called Jan GOSSAERT)",4/25/1807,1807,Peter Coxe,Edward Coxe,3,The Brow of the Hill,858 4x30,Agnew,651,0,0
"HAGHE, Louis",3/27/1886,1886,Christie's,Henry McConnell,,The Brow of the Hill,,858 Vokins,535,10,0
"NASMYTH, Patrick",6/8/1895,1895,Christie's,,,The Bugler,,Bernheim,199,10,0
"SCHALKEN, Godfried",4/30/1790,1790,Mr. Christie,Dr. Newton,3,The Bull and theFrog. Painted with P. Nasmyth,,Daubeny,95,11,0
"PARMIGIANO, Il, Francesco Mazzuoli, called",3/9/1839,1839,Christie's,Rev. John Sanford,3,The Bull Inn,9 x 25,Falke,861,0,0
PALMA VECCHIO (called Old Palma),6/22/1833,1833,Christie's,Chevalier Erard,3,The Bullfinch,2JX 15J,,24,3,0
"RAPHAEL, Sanzio",4/25/1800,1800,Mr. Christie,J. Udney,3,The Bullock Cart. Drawing. nfxi8J,,Connell,273,0,0
"POUSSIN, Nicholas",5/13/1826,1826,Christie's,Lord Radstock,3,The Burgomaster,0x20,Loch,131,5,0
"MIGNARD, Pierre",3/26/1795,1795,Skinner,C. A. Calonne,3,The Burgomaster,3^x10,Gribble,231,0,0
"RIVIERE, Britton",3/22/1884,1884,Christie's,E. C. Potter,3,The Burgomaster,,,,,
"PLIMER, Andrew",5/29/1900,1900,Christie's,Sir Charles Rushout,3,The Burial of Saul,1x31,Johnson,86,2,0
"HOGARTH, William",6/15/1866,1866,Christie's,Henry Farrer,3,The Burial of the Virgin.,,Jackson,162,15,0
"MULREADY, William",5/26/1894,1894,Christie's,John Gibbons,3,The Burning Bush,1x9. Aubry collection,,10,10,0
"MULREADY, William",5/18/1895,1895,Christie's,Thos. Woolner. R.A,3,The Burning Stable.,,Wallis,651,0,0
"HOLLAND, James",10/18/1888,1888,"Phillip, Son & Neale",,,The Butcher Boy.1879,,Colnaghi,126,0,0
"MACLISE, Daniel",6/22/1867,1867,Christie's,John Swainson,3,The Cabaret,652. Smith 34,Bought in,997,10,0
"HURT, Louis B.",6/9/11,1911,Christie's,J. D. Charrington,3,The Cabaret,646,Brown,1522,10,0
"HOLLAND, James",10/18/1888,1888,"Phillip, Son & Neale",,,The Caledonia and Boyne at Toulon,,,15,15,0
"HOLLAND, James",10/18/1888,1888,"Phillip, Son & Neale",,,"The Call of Samuel. From the original picture by Sir Joshua that was consumed at Belvoir Castle. This admirable copy was made in the room and under the eye of Sir Joshua, who applauded Mr. Rising for his ability",,Bought in,50,19,0
"RICHMOND, George",5/1/1897,1897,Christie's,"G. Richmond, R.A",3,The Call to Arms,0 x 90,Cassell,441,0,0
"PHILLIP, John",5/5/1888,1888,Christie's,H. W. Bolckow,3,The Cambridge Doctor,2 x 15 j,,21,10,6
"LONG, Edwin",5/3/1890,1890,Christie's,A. Shuttleworth,3,The Campagnole. Drawing,,,,,
"HILDEBRANDT, Edouard",2/4/1882,1882,Christie's,,,The Canal.1896,,Sampson,126,0,0
"HOLLAND, James",2/15/08,1908,Christie's,C. A. D. Holford,3,The Cannon,3 x 25,Dopson,1302,0,0
"LINNELL, John",12/5/13,1913,Christie's,,,The Captive. Head of aged character,,Lambton,29,8,0
"PROUT, Samuel",5/7/1875,1875,Christie's,William Leaf,3,The Caravan.,,Zindler,147,0,0
"POUSSIN, Nicholas",4/25/1807,1807,Peter Coxe,Edward Coxe,3,The Caravanserai,2^x34,Seymour,252,0,0
"LANDSEER, Sir Edwin",5/16/1849,1849,Phillips,,,The Caravanserai,,Hartley,105,0,0
"RAPHAEL, Sanzio",7/1/1876,1876,Christie's,Joseph Boord,3,The Card Players,6 x 32,Tooth,441,0,0
"RUBENS, Sir Peter Paul",5/1/1829,1829,Phillips,Thomas Emmerson,3,The Cardinal's Lecture,6 x 57,Lister,152,5,0
"RUYSDAEL, Jacob",5/13/1846,1846,Phillips,Mons. Duval,,The Careless Nurse.,,Sketch Agnew,157,10,0
"OPIE, John",3/11/11,1911,Christie's,,,The Carnival at Rome,,Wallis,210,0,0
"NEEFS, Peter",3/31/1781,1781,Christie and Ansell,Earlof Harrington,3,The Carpenter's Shop,9J x 29,Vicars,105,0,0
"ROBERTS, David",3/25/1865,1865,Christie's,John Davis,,The Carpenter's Shop,,O'Brien,157,10,0
"LANDSEER, Charles",4/16/1880,1880,Christie's,,,The Carpenter's Shop,,Gooden,105,0,0
"LEE, Frederick Richard",6/26/1886,1886,Christie's,Calvert Toulmin,,The Carpenter's Shop,850,Bought in,892,10,0
"JORDAENS, Jacob",5/8/1804,1804,Peter Coxe,Mr. Bryan,,The Carpenter's Shop,,Sampson,152,5,0
"METZU, Gabriel",6/16/1894,1894,Christie's,Sir H. H. Campbell,3,The Carrier Pigeon,,Agnew,84,0,0
"OSTADE, Adriaen van",7/7/1817,1817,Paris,Tallyrand,3,The Carrier Pigeon,,,26,5,0
"OSTADE, Adriaen van",6/17/1882,1882,Christie's,Hamilton Palace,3,The Carrier's Stable,790 9x25,Falke,1155,0,0
"LE MOINE, Francois",2/20/1790,1790,Greenwood,,,The Casket. Oval,,Shepherd,105,0,0
"NEEFS, Peter",4/8/1835,1835,Littledale of Dublin,John Crosbie Graves,3,The Cast Shoe,2^x20,Agnew,682,10,0
"PROUT, Samuel",5/27/1865,1865,Christie's,Mozley,3,The Castle GateMorning of the Chase,5 x 20,,13,2,6
"ROBERTS, David",5/7/1892,1892,Christie's,Lord Cheylesmore,3,The Cat's Paw,0 x 27!,Agnew,819,0,0
"LE DUC, Jun.",5/10/1879,1879,Christie's,John Wardell,3,The Catapult,872 1x72,Ford,651,0,0
"LANDSEER, Sir Edwin",2/6/1875,1875,Christie's,George Earl,3,The Catastrophe,791 0x20,Willson,336,0,0
"HOPPNER, John",7/5/07,1907,Christie's,,,The Cauld Blast,,Martin,152,5,0
"OSTADE, Adriaen van",5/18/1798,1798,Peter Coxe,Mr. Bryan,3,The Cavalier,1^x25,C. Davis,273,0,0
"OSTADE, Adriaen van",5/23/1835,1835,Christie's,Sir James Stuart,3,The Cavalier in Green,1 x 24^,Holland,262,10,0
"LEIGHTON, Lord (Sir Frederick)",6/24/10,1910,Christie's,Armstrong Heirlooms,3,The Cavalier's Visit. Painted with Bright and Baxter,0 x 80,Jacobs,152,5,0
"ROBERTS, David",5/5/1894,1894,Christie's,Duncan Dunbar,3,The celebrated Portrait of Nelly O'Brien. A truly capital picture painted with the magic effect of Rembrandt,,Marquess of Hertford,64,1,0
"RAEBURN, Sir Henry",4/27/1901,1901,Christie's,,,The Centurion,,Baring,1522,10,0
"LANDSEER, Sir Edwin",2/6/1875,1875,Christie's,George Earl,3,The Chaldean Shepherd observing Stars,,Grundy,51,9,0
"HALSWELLE, Keeley",4/2/1892,1892,Christie's,David Price,3,The Challenge,889,Younger,141,15,0
"MILLAIS, Sir John Everett",6/12/1875,1875,Christie's,"Thos. Woolner, R.A",3,The Challenge,864 5x41,Agnew,1050,0,0
"REYNOLDS, Sir Joshua",6/16/1894,1894,Christie's,,,The Challenge. Sepia,,Grundy,27,6,0
"MULLER, William James",4/30/1887,1887,Christie's,John Graham,3,The Chamois Hunter. Drawing,0x14,Agnew,126,0,0
"RICHARDSON, Thomas Miles",4/25/1885,1885,Christie's,George Schlotel,3,The Charcoal Burners,840,,162,10,0
"LANDSEER, Sir Edwin",4/30/1894,1894,Christie's,Dr. Barford,,The Check. Engraved,,Fores,252,0,0
"LINGELBACH, Jan",3/30/1776,1776,Mr. Christie,J. Got de Grote,3,The Chequered Shade,854 8x66.Painted with Cooper,Clarke,262,10,0
"HONDEKOETER, Melchior",3/8/1777,1777,Christie and Ansell,Gerard Vandergucht,3,The Chequers,835,,,,
"HAMILTON, William",5/5/1800,1800,"Coxe, Burrell and Foster",Mr. Macklin,3,The Cherry Seller. i3fxnj,,Buck,273,0,0
"RUBENS, Sir Peter Paul",1791,1791,Private Sale,"R. Cosway, R.A",3,The Cherry Sellers,0x36,McLean,1050,0,0
"KNELLER, Sir Godfrey",7/8/1882,1882,Christie's,Hamilton Palace,3,The Chess Players,841 2 x io^,,210,0,0
"REYNOLDS, Sir Joshua",7/25/1891,1891,Christie's,Lord Ely,3,The Chief of Inquisition,1^x25,Tooth,220,10,0
"NIEMANN, Edmund John",6/16/1877,1877,Christie's,,,The Child's Secret,2 x 33,Lister,178,10,0
"SANT,James",5/16/1857,1857,Christie's,Leopold Redpath,,The Children in the Wood,,Caldwell,63,0,0
"ROBERTS, David",6/25/1892,1892,Christie's,Earl of Dudley,3,The Children's Fairing,,Tooth,178,10,0
"SANT,James",2/15/1855,1855,Foster's,,,The Children's Fairing,,Tooth,215,5,0
"MIERIS, Francis",4/29/1899,1899,Christie's,J. L. Mieville,3,The China Merchant,5 x 34,Murray,1260,0,0
"NICOL, Erskine",3/6/1876,1876,Christie's,Andrew Armstrong,3,The Choice,886 3x66,Sampson,136,10,0
"LEIGHTON, Lord (Sir Frederick)",6/19/1897,1897,Christie's,,,The Christening.72x48,,Mason,115,10,0
"HOPPNER, John",7/5/07,1907,Christie's,John Tudor Frere,3,The Christian Jew. Drawing,,,16,5,6
"OPIE, John",6/16/1900,1900,Christie's,,,The Christian Martyr,,Tooth,630,0,0
"JERVAS, or JARVIS, Charles",5/21/1842,1842,Christie's,Earl of Upper Ossory,3,The Christmas Pie,,White,153,6,0
"HOGARTH, William",4/7/1821,1821,Mr. Christie,"Gothic Hall, Pall Mall",3,The Christmas Pie. Drawing,5x85,,71,8,0
"OPIE, John",3/24/11,1911,Christie's,Mrs. Penwarne-Wellings,3,The Christmas Pie. Drawing,|x7,Marks,54,12,0
"MURILLO, Bartolom Estban",5/6/1843,1843,Christie's,John Cave,3,The Christmas Pie. Drawing,5^x11},Tooth,147,0,0
"HOPPNER, John",5/4/1901,1901,Christie's,Alfred Buckley,,The Church Afloat,2x88,Bought in,157,10,0
"POYNTER, Sir Edward",2/27/1897,1897,Christie's,William Brockbank,3,The Church Triumphant,4 x 96,Agnew,2467,10,0
"ISABEY, Jean Baptiste",3/27/1839,1839,S. L. Sotheby,Edmund Lodge,3,The Circumcision,,,,,
"LAWRENCE, Sir Thomas",6/25/1900,1900,Christie's,Mrs,,The Circumcision,,Lesser,99,15,0
"MIERIS, William",6/30/1894,1894,Christie's,Adrian Hope,3,The Close of Summer,866 5 x,Wilson,168,0,0
"HODGES, William",6/29/1795,1795,Mr. Christie,,,The Coast of Devon,,Dunthorne,241,10,0
"ORCHARDSON, Sir William Quiller",5/8/1869,1869,Christie's,,,The Coast of Devon,,Webb,162,15,0
"HARPIGNIES, Henri.",6/28/12,1912,Christie's,,,The Coast of Genoa,,Hollings,147,0,0
"KIDD, William",7/7/1838,1838,Christie's,,,The Cobbler. After Kidd,,H. Graves,2,2,0
"RUBENS, Sir Peter Paul",3/19/1790,1790,Greenwood,Gentleman in Flanders,3,The Coblentz Maid,853 0^x15^,Vokins,141,15,0
"RAPHAEL, Sanzio",4/7/1838,1838,Christie's,"William Wilkins, R.A",3,The Colleen,9^31,Amor,630,0,0
"RUBENS, Sir Peter Paul",2/24/1775,1775,Mr. Christie,General Gansell,3,"The Colliseum, Rome",,Marks,18,15,0
"OPIE, John",6/6/1807,1807,Peter Coxe,"J. Opie, R.A",3,The Colosseum of Rome,,,,,
"OPIE, John",5/17/1805,1805,Mr. Christie,Boydell Gallery,3,The Coming Shower,,Marsden,210,0,0
REMBRANDT VAN RHYN,5/16/1829,1829,Christie's,Col. Batty,3,The Coming Storm,,Agnew,325,10,0
"LELY, Sir Peter",1791,1791,Private Sale,"R. Cosway, R.A",3,The Coming Storm,873 4x38!,Rigg,241,10,0
"REYNOLDS, Sir Joshua",6/3/1876,1876,Christie's,Earl of Morley,3,The Coming Storm,865 9x27J,Sulley,336,0,0
"MEISSONNIER, Jean Louis Ernest",3/12/1880,1880,Christie's,Charles Kurtz,3,The Coming Storm,6 x 95^,Evans,115,10,0
"MONTICELLI, Adolphe",6/30/10,1910,Christie's,Alexander Young,3,The Coming Storm,,,446,5,0
"SCHALKEN, Godfried",5/4/1849,1849,Christie's,The Montcalm Gallery,3,"The Coming Storm, i860",,Agnew,808,10,0
"ROSSETTI, Dante Gabriel",5/26/1888,1888,Christie's,L. R. Valpy,3,The Commencement of the Quarrel,01x46,Tooth,220,10,0
"HOPPNER, John",5/13/1899,1899,Christie's,Mrs. Lonsdale,3,The Commercial Traveller,872 5 x,Goupil,1312,10,0
"REYNOLDS, Sir Joshua",3/19/1880,1880,Christie's,H. A. J. Munro,3,The Companion,,Colnaghi,115,10,0
"JAMESON, George",3/17/1855,1855,Christie's,Duke of Argyll,3,The Companion,x8,,26,5,0
"REYNOLDS, Sir Joshua",7/11/1835,1835,Christie's,Murray,3,The Companion,,,,,
"METZU, Gabriel",2/6/1801,1801,Mr. Christie,Earl of Bessborough,3,The Companion,,,16,5,6
"KNIGHT, John Prescott",3/27/1841,1841,Christie's,,,The Companion,,,45,3,0
"LANDSEER, Sir Edwin",5/19/1866,1866,Christie's,,,The Companion,,,105,0,0
"ROBERTS, David",10/28/1861,1861,Christie's,,,The Companion Picture,,,,,
"RICHARDSON, Thomas Miles",4/14/1894,1894,Christie's,,,The Companion. Description written on back of canvas,,Gritten,5,5,0
"KNIGHT, John Prescott",5/20/1837,1837,Christie's,,,The Conception,,Cave,810,0,0
"MORLAND, George",3/29/1877,1877,Christie's,,,The Concert,,Ruel,672,0,0
"REYNOLDS, Sir Joshua",7/7/1894,1894,Christie's,Seymour Robert Delme,3,The Confessional,3^x19,Col. Drake,115,10,0
"REYNOLDS, Sir Joshua",7/4/1896,1896,Christie's,Arthur Seymour,3,The Confessional,,,,,
"REYNOLDS, Sir Joshua",1/30/1897,1897,Christie's,R. W. Macleod Fullarton,3,The Confessor Concealed,,,,,
"REYNOLDS, Sir Joshua",4/25/13,1913,Christie's,Sir L. Phillips,3,The Conjurer,,,9,9,0
"ROMNEY, George",5/1/1875,1875,Christie's,Marquess of Hertford,3,The Connoisseur,4 x 56,Sampson,273,0,0
"HAYTER, Sir George",6/14/1828,1828,Christie's,,,The Connoisseur Monkey,,,,,
"RANKLEY, Alfred",1/17/1867,1867,Christie's,G,,The Conspirators,,Mann,241,10,0
"HERRING, John Frederick",2/5/1875,1875,Christie's,,,The Contented Waterman,,,,,
"ROMNEY, George",6/24/1899,1899,Christie's,R. Paterson Pattison,3,The Convalescent,2x18,Polak,120,15,0
"ROMNEY, George",3/31/06,1906,Christie's,E. M. Denny,3,The Convalescent,,Bought in,714,0,0
"ROMNEY, George",5/9/1834,1834,Christie's,Rev. John Romney,3,The Convalescent,,Bought in,577,10,0
"REYNOLDS, Sir Joshua",7/15/1876,1876,Christie's,Wynn Ellis,3,The Convent Dole,862 8x38,Brunig,120,15,0
"RAVENSTEIN, Jan van",3/25/1899,1899,Christie's,H. F. Broadwood,3,The Convent Dole,7 x 30,W.,145,0,0
"HONTHORST, Gerard",3/12/1898,1898,Christie's,James Gurney,3,The Cooling Stream,873 3x48,Tooth,115,10,0
"RUBENS, Sir Peter Paul",6/1/1878,1878,Christie's,H. A. J. Munro,3,The Coquette,,Waters,21,0,0
REMBRANDT VAN RHYN,5/19/1826,1826,Phillips,Count Pourtales,3,The Coquette. Engraved by Humphreys,,Wallis Rigby,94,10,0
"MAES, Nicholas",4/7/13,1913,Christie's,J. R. Holland,3,The Cornfield,862.17^x24,Vokins,409,10,0
"HALS, Frank",6/20/13,1913,Christie's,Col. R. Spencer Hall,3,The CornfieldReaping,855 6 x 38J,Agnew,577,10,0
"LUNY, Thomas",7/7/1838,1838,Christie's,,,The Cornish Plunderers,,,840,0,0
"HAMILTON, William",5/20/1802,1802,H. Phillips,,,The Corps de Garde,,,399,0,0
"METZU, Gabriel",5/10/1851,1851,Christie's,William Theobald,3,The Cottage,,Wynn,88,4,0
"MIERIS, Francis",2/6/1897,1897,Christie's,Baron de Hirsch,3,The Cottage Door,,,,,
"POURBUS, Franz (Elder and Younger)",6/16/11,1911,Christie's,Sir T. De la Rue,3,The Cottage Door,1x37,Wallis,567,0,0
"HAMILTON, William",5/20/1802,1802,H. Phillips,,,The Cottage Door,4x29,Partington,241,10,0
"NETSCHER, Gaspar",4/16/1831,1831,Christie's,Vernon,3,The Cottage Door. Drawing,,Agnew,173,5,0
"LAWRENCE, Sir Thomas",3/31/1838,1838,Christie's,M. M. Zachary,3,The Cottage Door. Drawing. n|x8,,Lefevre,231,0,0
"LANDSEER, Sir Edwin",5/20/1876,1876,Christie's,Gentleman,3,The Cottage DoorWoman and Pails,7x20?,Agnew,147,0,0
"KAULBACH, Friedrich August von",4/22/1882,1882,Christie's,J. S. Forbes,3,The Cottage Girl,9 x 24,Shepherd,105,0,0
"REYNOLDS, Sir Joshua",2/25/1837,1837,Christie's,Sir W. Freeke,3,The CottagersArtist and Wife,,Deschamps,120,15,0
"RAEBURN, Sir Henry",6/3/05,1905,Christie's,Lord Tweedmouth,3,The Council of Peace,5! x 33,Wallis,252,0,0
"KAUFFMANN, Angelica",4/19/1788,1788,Greenwood,,,The Country MarriageDaughter and Son,,,,,
"REYNOLDS, Sir Joshua",6/3/05,1905,Christie's,Earl Sondes,3,The Country Stable,791 1x27,Agnew,1050,0,0
"PERUGINI, Charles Edward",3/23/1876,1876,Christie's,,,The Countryman's Repast,,,,,
"RAVENSTEIN, Jan van",12/21/07,1907,Christie's,William Rome,3,The Course of the River,,Lomax,126,0,0
"REYNOLDS, Sir Joshua",5/19/1821,1821,Mr. Christie,,,The Covenanter,,Nathan,351,15,0
"RUBENS, Sir Peter Paul",5/29/1794,1794,Greenwood,Sir L. Dundas,3,The Cowherd's Mischief,,Cox,525,0,0
"MIERIS, William",3/6/1802,1802,Mr. Christie,Countess of Holderness,3,The Cowherd's Mischief,,McLean,630,0,0
"REYNOLDS, Sir Joshua",6/11/1859,1859,Christie's,W. J. Broderip,3,The Cowherd's Mischief,7 x 42,Wilmer,635,5,0
"LUINI, Bernardino",5/28/1892,1892,Christie's,F. R. Leyland,3,The Coy Child.23U21,,M. Colnaghi,651,0,0
"PLIMER, Andrew",6/6/07,1907,Christie's,F. H. Woodroffe,3,The Crabbers,876 0x52,Agnew,472,10,0
"HALS, Frank",3/12/1795,1795,Mr. Christie,Sir J. Reynolds,3,The Crash,"867 o\y.2""]\",Agnew,357,0,0
"MULLER, William James",6/6/1891,1891,Christie's,Charles P. Matthews,3,The Crew,"902 9^x96?,",Gooden and Fox,294,0,0
"MOLA, Pietro Francesco",2/5/1801,1801,Mr. Christie,Earl of Bessborough,3,The Cricketer. Drawing,85 x 14},Agnew,525,0,0
"LIOTARD, John Stephe",4/15/1774,1774,Mr. Christie,M. Liotard,3,The Critical Moment,,Bought in,194,5,0
"ROBERTS, David",3/23/1861,1861,Christie's,L. V. Flatou,,The Critical Moment,,Bought in,194,5,0
"ROBERTS, David",11/16/1860,1860,Christie's,Henry Wallis,,The Cross at Melrose,,,32,11,0
"ROBERTS, David",4/27/1877,1877,Christie's,Albert Grant,,The Cross Roads,,Tooth,409,10,0
"RUYSDAEL, Jacob",5/16/1818,1818,Hickman,"Gent, from Devonshire",3,The Crucifixion,8 x 84,,304,10,0
"RUBENS, Sir Peter Paul",4/2/1756,1756,Prestage,John de Pesters,3,The Crucifixion,02x65,Dr. Richter for Mr. Mond,"11,130",0,0
"ROBERTS, David",3/2/1867,1867,Christie's,Frederic Somes,,The Crucifixion,,Agnew,435,15,0
"ROBERTS, David",1854,1854,"Town Hall, L'pl.",R. B. Preston,,The Crucifixion,,Sir C. Turner,126,0,0
"MOLA, Pietro Francesco",1791,1791,Private Sale,"R. Cosway, R.A",3,The Crucifixion. After M. Angelo,,,,,
"PROUT, Samuel",2/15/1890,1890,Christie's,,,The Cuckoo,880,Heath,1995,0,0
"POUSSIN, Nicholas",5/1/1829,1829,Phillips,Thos. Emmerson,3,The Cup of Coffee. Engraved,,Ellis,210,0,0
"NASMYTH, Patrick",4/25/1863,1863,Christie's,E. Bicknell,3,The Curfew,Milton.) Drawing,Agnew,131,5,0
"ROBERTS, David",4/17/1880,1880,Christie's,Thos. Williams.(672L,,The Curfew,,Dunthorne,126,0,0
"ROBERTS, David",2/27/1852,1852,Christie's,J. B. and W,,The Curl Papers,,,,,
"ROBERTS, David",5/20/1858,1858,Christie's,John Miller,,The Curlers,,,127,1,0
"LESLIE, George Dunlop",6/6/1891,1891,Christie's,Charles P. Matthews,3,The Dairy Farm. Dg,6JX24J,Jewell,462,0,0
"PROUT, Samuel",5/24/1860,1860,Griffiths of L'pl.,Henry Wallis,3,The Dairy Farm. See Illus,9! x :,Agnew,6090,0,0
"LA THANGUE, Henry H.",5/15/11,1911,Christie's,Isaac Smith,3,The DanceBagpipe Player,,Agnew,808,10,0
"LEIGHTON, Lord (Sir Frederick)",5/9/1881,1881,Christie's,A.B.Stewart,3,The Dancing Academy,8x41,Dowdeswell,105,0,0
"HONDEKOETER, Melchior",2/6/1801,1801,Mr. Christie,Earl of Bessborough,3,The Dandy Tailor's Shop,874 9x30!,Marshall,304,10,0
"HARDY, James",5/11/1889,1889,Christie's,C.B.Courtney,3,The Daphnephoria,7 x 374,Tooth,3937,10,0
"ROBERTS, David",4/20/1855,1855,Christie's,Edward Bowes Fripp,,The Daughter. After Prentis,,H. Graves,14,3,6
"RUBENS, Sir Peter Paul",4/8/1835,1835,Littledale of Dublin,John Crosbie Graves,3,The Dauphin and Battle. Painted with Parocel.,,Agnew,892,10,0
"LAWRENCE, Sir Thomas",6/15/1895,1895,Christie's,James Price,3,The Day after a Battle,,Taylor,8,18,6
"REYNOLDS, Sir Joshua",2/19/1898,1898,Christie's,Staples Inn,3,The Day after the Fair,,McLean,157,10,0
"JANSSEN, or JOHNSON, Cornelius",1791,1791,Private Sale,"R. Cosway, R.A",3,The Death,4 x 42,,,,
"LELY, Sir Peter",3/27/1856,1856,Christie's,Tempest,3,The Death of Lucretia,6 x 86,Deacon,267,15,0
"POELEMBERG, Cornelis",3/31/1791,1791,Mr. Greenwood,Gentleman,3,The Declaration. Illustrated.,,Agnew,924,0,0
"RUBENS, Sir Peter Paul",6/8/1790,1790,Mr. Christie,Kempston,3,The Dedalus in a Hurricane,,,,,
"MARIS, James",7/18/09,1909,Christie's,Hon. Louise Van Alphen,3,The Deer Family,4 x 38,Colnaghi,2835,0,0
HOOK. James Clarke,6/3/1893,1893,Christie's,J. Stewart Hodgson,3,The Defeat. i6xii|J,,B. Lewis,1207,10,0
"ROBERTS, David",6/13/1851,1851,Christie's,Hogarth,,The Dejeuner.,,Childers,178,10,0
"PATON, Sir Joseph Noel",5/9/1881,1881,Christie's,A. B. Stewart,3,The Deluge,,Durlacher,157,10,0
"LE BRUN, Madame Vige",7/8/1882,1882,Christie's,Hamilton Palace,3,The Deluge,7x48,,11,11,0
MATTEO DI GIOVANNI,5/25/11,1911,Christie's,C.Butler,3,The Departure,6 x 35,Sampson,2100,0,0
"HEMMELINCK, See MEMLING",6/6/1874,1874,Christie's,Alexander Barker,3,The Deserter,,Cox,346,10,0
"HUNT, William Henry",3/29/1884,1884,Christie's,W. E. Sibeth,3,The Deserter,874. Sketch 6x24,Permain,420,0,0
"MAES, Nicholas",5/13/1826,1826,Christie's,Lord Radstock,3,The Deserter,874 6x24,Agnew,105,0,0
"PASINI, Alberto",4/15/1899,1899,Christie's,Mrs. Cornelius Herz,3,The Deserter,,,54,12,0
"SCHEFFER, Ary",5/10/1874,1874,Christie's,John Farnworth,,The Deserter,6x53,Marks,262,10,0
"REYNOLDS, Sir Joshua",5/16/1874,1874,Christie's,Richard Elliston,3,The Deserter Pardoned,1x17,Agnew,1415,0,0
"LELY, Sir Peter",5/14/1858,1858,Christie's,Sir J. Hawley,3,The Detected Correspondence,,Strutt,37,16,0
"READ, Miss Catherine",3/23/1877,1877,Christie's,S. Redgrave,3,The Dewy Morn,874 8x72,McLean,693,0,0
"HARDING, James Duffield",4/22/1853,1853,Christie's,,,The Disconsolate,,Agnew,183,15,0
"MUNKACSY, Michael (Lieb)",7/16/09,1909,Christie's,,,The Discovery,,,,,
"RUSSELL, John",6/16/1900,1900,Christie's,S.J.Harrison,3,The Discovery of Achilles,,,,,
"REYNOLDS, Sir Joshua",6/6/1896,1896,Christie's,A Baronet,3,"The Discovery"" Comedy of Errors """,,Gladstone,10,10,0
"REYNOLDS, Sir Joshua",6/14/1890,1890,Christie's,Perkins,3,The Disputed Fare,,,49,7,0
"LANDSEER, Sir Edwin",7/18/1874,1874,Christie's,Colin Young,,The Disputed Reckoning,,,,,
"HUNT, William Henry",5/6/1892,1892,Christie's,Edwin H. Lawrence,3,The Doctor. Engraved,,,,,
"LANDSEER, Sir Edwin",7/18/1874,1874,Christie's,Colin Young,,The Doctor's Coming.1864,,Palmer,39,18,0
"LE BRUN, Madame Vige",7/5/07,1907,Christie's,Mrs. Finch,3,The Dog Cart,2x44,Koekkoek,294,0,0
"RUBENS, Sir Peter Paul",5/15/1841,1841,Christie's,Lady Stuart,3,The Dog Cart,0 x 44,Bought in,367,10,0
"LAWRENCE, Sir Thomas",6/12/1888,1888,John Bernal,Earl of Clare,,The Dog Cart,,,199,10,0
"MOLINEAR, Jan Miense",4/1/1756,1756,Prestage,John de Pesters,3,The Dog in the Manger,6x25,Philpot,134,8,0
"MACLISE, Daniel",6/1/1872,1872,Christie's,"Palmer, Elan and Co",3,The Dogana,,Agnew,162,15,0
"PROUT, Samuel",5/16/1885,1885,Christie's,F. J. Sumner,3,"The Dogana, etc",in. circle,Agnew,115,10,0
"LINNELL, John",5/30/1874,1874,Christie's,James Eden,3,"The Dogana, Venice",4 x 38,Lawrie,672,0,0
"LINNELL, John",4/25/1891,1891,Christie's,Marquis de Santurce,3,"The Dogana, Venice. Drawing",7^x36,Healy,546,0,0
"REYNOLDS, Sir Joshua",6/12/1897,1897,Christie's,Lord Waterpark,,"The Dogano, Venice",,Agnew,210,0,0
"HOGARTH, William",6/27/1899,1899,Sotheby's,W. H. Forman,3,The Doone Valley,882,,420,0,0
"LAWRENCE, Sir Thomas",4/23/1898,1898,Christie's,J. Grant Morris,3,The Doone Valley,882 1 x 53,Agnew,2362,10,0
"REYNOLDS, Sir Joshua",5/21/09,1909,Christie's,E. H. Cuthbertson,3,The Dose,871 7x13,Wallis,110,5,0
"REYNOLDS, Sir Joshua",7/4/1874,1874,Christie's,Miss Emily Palmer and R. N. Howard,3,The Doubtful Shilling,,,2,15,0
"NICHOLSON, W.",5/3/12,1912,Christie's,J.A.Harvey,3,The Doune of Rothiemurchros,5 x 20J. Painted with F. R. Lee,McLean,50,8,0
"REYNOLDS, Sir Joshua",6/12/1897,1897,Christie's,Lord Waterpark,,The Doves. Engraved,,Bought in,78,15,0
"SARTORIUS, John N.",3/2/1903,1903,Christie's,,,The DovesEmblem of Love,,Graves,111,6,0
"HOPPNER, John",11/25/05,1905,Christie's,Earl of Cork,,The Dowie Dens,,Palser,141,15,0
"REYNOLDS, Sir Joshua",5/24/1845,1845,Christie's,Lane,3,The Downs,2x16^,Wallis,325,10,0
"REYNOLDS, Sir Joshua",2/26/1880,1880,Christie's,James Fenton,3,The Dram,6x13!,Wallis,63,0,0
"REYNOLDS, Sir Joshua",5/26/06,1906,Christie's,Thomas Hoade Woods,3,The Draught Players,850 4x17^,Wallis,141,15,0
"LAWRENCE, Sir Thomas",12/11/09,1909,Christie's,Earl of Sheffield,,The Draught Players,,,,,
